IE_ID;IP_PROP5562
717868;03.10.2019 12:31:35
717875;03.10.2019 13:20:21
717900;03.10.2019 14:29:54
717901;03.10.2019 14:35:16
717903;03.10.2019 14:45:33
717919;03.10.2019 15:25:27
718019;04.10.2019 13:23:20
718039;04.10.2019 14:55:46
718119;05.10.2019 10:19:34
718152;05.10.2019 15:38:11
718255;07.10.2019 04:42:02
716796;26.09.2019 06:43:47
707529;19.09.2019 11:09:13
707547;19.09.2019 12:33:11
707561;19.09.2019 14:34:42
707627;19.09.2019 17:24:10
707679;20.09.2019 05:17:22
707703;20.09.2019 10:00:29
707742;20.09.2019 14:36:55
707777;21.09.2019 00:00:39
707830;21.09.2019 15:21:58
707831;21.09.2019 15:27:00
707900;22.09.2019 15:51:21
706698;16.09.2019 07:49:55
707943;23.09.2019 07:59:57
707087;18.09.2019 09:52:14
716867;26.09.2019 13:30:42
717223;30.09.2019 08:03:21
717236;30.09.2019 09:24:32
717240;30.09.2019 09:42:20
717248;30.09.2019 10:49:35
717252;30.09.2019 11:17:21
717254;30.09.2019 11:27:20
717266;30.09.2019 12:35:59
717285;30.09.2019 14:05:45
717287;30.09.2019 14:12:07
717288;30.09.2019 14:24:23
717304;30.09.2019 15:57:34
717321;30.09.2019 17:24:36
717331;30.09.2019 19:29:50
717426;01.10.2019 09:12:54
717428;01.10.2019 09:25:20
717437;01.10.2019 10:05:41
717454;01.10.2019 11:00:29
705191;29.08.2019 18:43:28
706976;17.09.2019 15:45:21
706984;17.09.2019 16:19:07
707006;17.09.2019 17:42:13
707015;17.09.2019 20:39:26
707037;18.09.2019 03:44:14
707038;18.09.2019 04:03:40
706869;17.09.2019 04:38:59
706283;11.09.2019 04:45:49
707938;23.09.2019 05:03:45
718902;11.10.2019 09:23:05
719553;15.10.2019 09:20:21
719958;15.10.2019 19:52:49
720098;16.10.2019 11:21:15
720415;18.10.2019 10:40:47
720663;19.10.2019 12:57:22
707600;19.09.2019 15:43:44
707813;21.09.2019 10:44:41
707962;23.09.2019 09:19:05
707976;23.09.2019 10:05:01
707987;23.09.2019 10:48:59
707990;23.09.2019 10:56:25
707996;23.09.2019 11:46:23
708000;23.09.2019 12:10:41
706565;14.09.2019 07:06:37
705189;29.08.2019 17:29:01
705350;30.08.2019 18:22:07
705954;06.09.2019 17:12:10
705955;06.09.2019 17:14:39
706309;11.09.2019 09:30:08
706570;14.09.2019 08:27:23
706961;17.09.2019 14:07:00
706970;17.09.2019 15:28:05
707029;18.09.2019 01:39:43
707125;18.09.2019 12:22:54
707193;18.09.2019 19:42:03
707104;18.09.2019 11:12:14
717455;01.10.2019 11:09:55
717456;01.10.2019 11:10:08
717463;01.10.2019 11:25:57
717483;01.10.2019 13:12:08
717490;01.10.2019 13:14:07
717508;01.10.2019 14:18:50
717509;01.10.2019 14:20:02
707131;18.09.2019 12:57:12
707134;18.09.2019 13:07:02
707197;18.09.2019 20:58:53
707245;19.09.2019 08:28:07
707258;19.09.2019 09:44:23
709715;23.09.2019 12:28:26
716248;23.09.2019 13:24:38
716268;23.09.2019 14:35:33
716340;23.09.2019 19:04:05
716368;24.09.2019 01:34:57
716372;24.09.2019 02:43:00
716396;24.09.2019 04:53:04
707815;21.09.2019 10:48:36
719934;15.10.2019 17:05:15
719946;15.10.2019 18:23:19
720121;16.10.2019 13:43:22
706566;14.09.2019 07:20:58
707867;22.09.2019 05:05:26
717623;01.10.2019 23:48:29
717673;02.10.2019 09:29:35
717680;02.10.2019 10:14:23
717681;02.10.2019 10:19:33
717687;02.10.2019 11:12:42
717702;02.10.2019 12:03:54
717713;02.10.2019 12:30:22
717718;02.10.2019 12:56:38
717729;02.10.2019 13:41:45
717737;02.10.2019 14:15:03
717765;02.10.2019 16:52:51
717770;02.10.2019 17:27:13
717773;02.10.2019 17:32:29
717792;02.10.2019 19:13:49
717834;03.10.2019 08:31:49
717854;03.10.2019 10:31:43
717873;03.10.2019 13:13:57
717910;03.10.2019 14:58:53
717911;03.10.2019 15:08:07
717913;03.10.2019 15:18:10
717915;03.10.2019 15:24:27
717916;03.10.2019 15:24:30
717920;03.10.2019 15:26:57
707262;19.09.2019 10:09:19
716838;26.09.2019 11:51:33
716949;27.09.2019 06:24:21
706690;16.09.2019 05:52:13
716487;24.09.2019 14:36:20
716496;24.09.2019 15:38:25
716585;25.09.2019 04:15:22
716587;25.09.2019 04:39:37
716592;25.09.2019 06:28:35
716600;25.09.2019 08:21:11
716627;25.09.2019 09:57:07
707684;20.09.2019 08:21:36
716478;24.09.2019 13:48:47
717213;30.09.2019 04:26:20
717387;01.10.2019 05:48:49
717665;02.10.2019 08:50:49
716441;24.09.2019 10:36:22
716477;24.09.2019 13:48:08
716864;26.09.2019 13:23:33
718182;06.10.2019 04:10:55
722750;30.10.2019 08:52:04
722757;30.10.2019 09:18:22
722766;30.10.2019 09:44:18
722774;30.10.2019 10:08:43
722777;30.10.2019 10:26:27
722783;30.10.2019 10:58:34
722802;30.10.2019 11:25:33
720616;18.10.2019 20:25:26
706928;17.09.2019 10:57:26
707532;19.09.2019 11:32:20
707533;19.09.2019 11:32:57
707535;19.09.2019 11:42:04
707616;19.09.2019 16:47:02
707584;19.09.2019 15:06:06
707639;19.09.2019 18:03:25
707680;20.09.2019 05:30:52
707688;20.09.2019 08:56:48
707749;20.09.2019 15:38:28
707828;21.09.2019 14:25:50
720897;21.10.2019 14:37:16
720909;21.10.2019 15:21:30
706637;15.09.2019 06:17:49
716693;25.09.2019 13:45:14
716746;25.09.2019 17:37:13
716755;25.09.2019 19:04:21
716761;25.09.2019 20:18:07
718220;06.10.2019 14:42:35
718221;06.10.2019 14:58:17
718204;06.10.2019 10:42:52
720053;16.10.2019 06:04:55
720110;16.10.2019 12:33:33
720404;18.10.2019 10:00:25
707869;22.09.2019 05:48:14
707870;22.09.2019 05:51:51
707845;21.09.2019 21:59:32
707885;22.09.2019 11:20:43
707994;23.09.2019 11:20:19
706893;17.09.2019 09:12:48
716395;24.09.2019 04:48:58
716770;26.09.2019 00:45:19
716840;26.09.2019 12:05:02
716986;27.09.2019 10:39:34
716987;27.09.2019 10:46:21
717023;27.09.2019 15:04:30
717056;27.09.2019 19:56:51
717081;28.09.2019 03:56:54
717109;28.09.2019 13:16:25
717129;28.09.2019 19:53:11
717155;29.09.2019 10:27:35
717237;30.09.2019 09:30:39
717244;30.09.2019 10:21:38
717258;30.09.2019 11:55:39
717273;30.09.2019 13:40:13
717303;30.09.2019 15:47:04
717389;01.10.2019 06:39:42
717393;01.10.2019 07:21:35
717425;01.10.2019 09:12:43
717441;01.10.2019 10:19:59
716393;24.09.2019 04:27:12
720174;17.10.2019 00:20:32
720745;20.10.2019 18:11:08
720696;19.10.2019 18:30:22
720831;21.10.2019 11:26:13
720834;21.10.2019 11:27:49
720835;21.10.2019 11:32:29
720840;21.10.2019 12:08:00
717930;03.10.2019 16:49:23
717939;03.10.2019 20:34:16
704048;29.08.2019 16:40:26
705479;02.09.2019 10:22:59
705493;02.09.2019 11:57:13
705523;02.09.2019 18:05:42
705514;02.09.2019 15:19:17
717496;01.10.2019 13:24:40
717505;01.10.2019 14:03:10
717516;01.10.2019 15:57:11
717528;01.10.2019 16:30:28
717538;01.10.2019 16:56:34
717600;01.10.2019 19:01:48
717684;02.10.2019 10:29:00
717732;02.10.2019 13:52:49
717783;02.10.2019 18:21:38
717796;02.10.2019 20:07:56
720526;18.10.2019 13:35:14
723335;01.11.2019 13:20:36
720559;18.10.2019 15:00:00
723347;01.11.2019 13:59:44
723348;01.11.2019 14:11:25
723349;01.11.2019 14:18:18
723370;01.11.2019 15:44:22
723375;01.11.2019 16:28:22
723392;01.11.2019 17:47:09
723397;01.11.2019 18:55:26
717950;04.10.2019 01:14:54
717980;04.10.2019 08:59:11
717984;04.10.2019 09:56:44
718026;04.10.2019 13:40:37
718035;04.10.2019 14:22:35
718069;04.10.2019 19:09:40
718114;05.10.2019 09:28:11
718200;06.10.2019 09:59:40
718212;06.10.2019 13:09:53
718215;06.10.2019 13:48:25
717859;03.10.2019 10:48:41
717861;03.10.2019 11:07:50
717895;03.10.2019 13:57:20
717925;03.10.2019 16:06:28
717936;03.10.2019 19:06:17
718036;04.10.2019 14:24:47
718045;04.10.2019 15:33:17
718047;04.10.2019 15:50:32
718228;06.10.2019 16:57:25
718243;06.10.2019 22:26:07
718291;07.10.2019 11:06:30
718296;07.10.2019 11:18:48
718310;07.10.2019 12:27:58
718315;07.10.2019 12:47:47
720549;18.10.2019 13:48:13
721005;22.10.2019 07:56:56
721008;22.10.2019 08:33:55
721044;22.10.2019 11:54:34
721045;22.10.2019 11:54:42
721047;22.10.2019 12:25:41
721048;22.10.2019 12:27:58
721050;22.10.2019 12:33:31
721053;22.10.2019 12:52:29
721055;22.10.2019 13:08:37
721056;22.10.2019 13:13:55
721061;22.10.2019 13:54:01
721062;22.10.2019 13:55:30
721063;22.10.2019 13:58:31
721069;22.10.2019 14:20:58
721073;22.10.2019 14:39:22
721076;22.10.2019 15:13:38
721080;22.10.2019 15:19:03
721081;22.10.2019 15:23:27
721084;22.10.2019 15:28:03
721085;22.10.2019 15:29:20
721087;22.10.2019 15:36:41
721092;22.10.2019 15:48:34
721093;22.10.2019 15:49:59
721094;22.10.2019 15:51:27
723073;31.10.2019 11:57:56
723083;31.10.2019 12:34:46
723086;31.10.2019 12:52:01
723091;31.10.2019 13:31:36
718264;07.10.2019 07:13:23
718295;07.10.2019 11:18:47
718309;07.10.2019 12:26:29
718331;07.10.2019 13:55:06
718351;07.10.2019 15:53:29
718368;07.10.2019 18:17:50
718376;07.10.2019 21:47:43
718377;07.10.2019 21:53:48
718380;07.10.2019 22:32:06
718388;08.10.2019 00:21:47
718405;08.10.2019 04:21:24
718407;08.10.2019 05:19:13
718416;08.10.2019 07:08:49
718433;08.10.2019 09:07:14
718452;08.10.2019 10:36:31
718494;08.10.2019 15:36:29
718525;08.10.2019 22:04:00
705861;05.09.2019 16:43:30
705881;05.09.2019 19:41:39
706003;07.09.2019 12:32:31
718340;07.10.2019 14:15:44
718341;07.10.2019 14:29:28
718350;07.10.2019 15:49:36
718359;07.10.2019 16:45:13
718370;07.10.2019 18:37:59
718381;07.10.2019 23:12:42
718414;08.10.2019 06:29:43
718418;08.10.2019 08:14:06
718437;08.10.2019 09:34:12
718440;08.10.2019 09:40:48
720703;19.10.2019 19:34:44
720724;20.10.2019 09:33:34
720748;20.10.2019 18:44:09
720818;21.10.2019 10:22:32
720918;21.10.2019 16:04:22
720927;21.10.2019 16:48:16
720933;21.10.2019 16:53:38
714138;23.09.2019 12:40:40
718573;09.10.2019 10:05:43
718574;09.10.2019 10:12:50
706094;09.09.2019 09:46:10
706098;09.09.2019 10:19:01
706106;09.09.2019 12:20:01
706112;09.09.2019 13:24:03
718443;08.10.2019 09:47:31
718446;08.10.2019 10:00:51
718447;08.10.2019 10:01:09
718456;08.10.2019 11:01:58
718477;08.10.2019 14:14:36
718500;08.10.2019 15:55:19
718549;09.10.2019 06:06:50
718550;09.10.2019 07:31:21
718566;09.10.2019 09:34:41
718585;09.10.2019 11:29:59
718594;09.10.2019 11:53:29
718601;09.10.2019 12:42:52
718604;09.10.2019 13:10:52
718607;09.10.2019 13:20:54
718616;09.10.2019 13:52:25
718626;09.10.2019 14:06:11
718627;09.10.2019 14:13:50
718635;09.10.2019 14:43:56
718643;09.10.2019 15:05:18
718651;09.10.2019 15:27:22
718665;09.10.2019 17:14:57
718666;09.10.2019 17:18:43
718687;09.10.2019 19:12:37
705182;29.08.2019 17:11:12
705527;02.09.2019 18:47:48
706114;09.09.2019 13:53:11
706139;09.09.2019 16:20:32
718640;09.10.2019 14:58:04
718647;09.10.2019 15:21:33
718655;09.10.2019 15:58:55
718686;09.10.2019 19:11:13
718702;09.10.2019 21:00:41
718721;10.10.2019 04:03:42
718747;10.10.2019 09:35:25
718752;10.10.2019 10:45:44
718778;10.10.2019 13:22:20
718789;10.10.2019 14:06:18
718803;10.10.2019 15:22:22
718853;10.10.2019 18:09:37
718878;11.10.2019 02:26:14
718891;11.10.2019 08:12:39
719436;14.10.2019 14:09:41
718958;11.10.2019 12:58:06
719459;14.10.2019 16:16:34
719468;14.10.2019 17:03:45
719474;14.10.2019 17:28:23
719484;14.10.2019 19:46:16
705880;05.09.2019 19:41:23
705962;06.09.2019 17:39:49
705966;06.09.2019 18:25:40
705983;06.09.2019 22:52:52
706095;09.09.2019 09:49:42
706128;09.09.2019 15:07:33
706238;10.09.2019 15:54:01
706511;13.09.2019 15:40:26
718719;10.10.2019 02:01:19
718732;10.10.2019 08:03:40
718766;10.10.2019 13:03:40
718771;10.10.2019 13:16:06
705837;05.09.2019 13:22:10
705879;05.09.2019 19:38:30
707191;18.09.2019 18:50:33
706669;15.09.2019 19:02:24
706694;16.09.2019 07:07:54
706784;16.09.2019 14:56:30
706809;16.09.2019 16:09:19
706851;16.09.2019 21:34:47
707550;19.09.2019 12:58:38
707784;21.09.2019 02:00:40
716253;23.09.2019 13:31:27
716266;23.09.2019 14:31:12
716290;23.09.2019 15:03:59
716300;23.09.2019 15:49:39
716304;23.09.2019 16:07:56
706287;11.09.2019 06:08:31
706292;11.09.2019 08:25:42
706324;11.09.2019 10:54:02
706329;11.09.2019 11:36:47
716262;23.09.2019 14:07:22
716271;23.09.2019 14:42:01
716301;23.09.2019 15:56:24
716303;23.09.2019 15:58:07
716367;24.09.2019 01:29:05
716376;24.09.2019 03:57:02
706518;13.09.2019 15:57:44
706594;14.09.2019 12:43:17
706646;15.09.2019 11:29:26
706715;16.09.2019 09:13:37
706737;16.09.2019 10:52:29
706808;16.09.2019 16:04:26
706950;17.09.2019 12:47:32
706963;17.09.2019 14:36:07
706998;17.09.2019 16:55:58
707016;17.09.2019 21:32:52
707117;18.09.2019 12:12:41
707118;18.09.2019 12:12:47
707124;18.09.2019 12:21:04
707160;18.09.2019 15:03:44
707148;18.09.2019 14:24:53
707215;19.09.2019 00:32:15
707233;19.09.2019 05:54:59
707254;19.09.2019 08:56:51
718792;10.10.2019 14:17:05
718794;10.10.2019 14:34:16
718800;10.10.2019 15:04:45
718816;10.10.2019 15:50:05
718822;10.10.2019 16:04:01
718858;10.10.2019 18:34:14
718863;10.10.2019 19:25:13
718929;11.10.2019 10:46:55
718944;11.10.2019 11:21:02
718946;11.10.2019 11:48:59
718951;11.10.2019 12:19:45
718954;11.10.2019 12:32:08
718957;11.10.2019 12:48:27
719067;12.10.2019 15:51:30
719075;12.10.2019 18:50:28
719076;12.10.2019 19:16:02
719100;13.10.2019 08:58:38
719114;13.10.2019 12:11:18
719117;13.10.2019 12:29:19
719961;15.10.2019 20:28:01
719965;15.10.2019 21:12:58
716336;23.09.2019 17:51:51
716363;24.09.2019 00:47:52
716411;24.09.2019 07:37:30
716432;24.09.2019 09:55:57
716442;24.09.2019 10:47:02
716455;24.09.2019 11:47:48
716467;24.09.2019 12:42:30
716484;24.09.2019 14:14:10
716500;24.09.2019 15:52:25
716532;24.09.2019 17:57:24
716541;24.09.2019 18:22:09
716555;24.09.2019 20:49:08
716569;25.09.2019 01:53:20
716586;25.09.2019 04:29:16
716588;25.09.2019 04:56:45
716610;25.09.2019 08:38:48
706498;13.09.2019 14:57:20
706504;13.09.2019 15:10:52
716397;24.09.2019 05:14:09
716425;24.09.2019 09:18:36
716437;24.09.2019 10:09:42
716445;24.09.2019 11:01:21
716457;24.09.2019 11:58:28
716469;24.09.2019 13:01:20
716538;24.09.2019 18:17:57
716613;25.09.2019 09:02:05
716646;25.09.2019 11:31:00
716647;25.09.2019 11:36:31
716650;25.09.2019 12:02:30
716688;25.09.2019 13:20:24
716699;25.09.2019 13:59:30
716714;25.09.2019 14:55:14
707623;19.09.2019 17:10:47
707625;19.09.2019 17:23:44
707652;19.09.2019 20:06:19
719136;13.10.2019 14:26:55
719152;13.10.2019 16:46:42
719155;13.10.2019 17:07:08
719172;13.10.2019 19:16:29
719173;13.10.2019 19:26:04
719174;13.10.2019 19:33:35
719197;14.10.2019 04:59:59
719200;14.10.2019 07:15:44
719233;14.10.2019 10:11:57
719418;14.10.2019 13:11:58
719424;14.10.2019 13:29:47
719435;14.10.2019 13:59:59
719437;14.10.2019 14:25:55
719442;14.10.2019 14:40:50
719445;14.10.2019 14:51:08
720048;16.10.2019 05:08:49
720050;16.10.2019 05:32:50
720062;16.10.2019 07:56:08
720093;16.10.2019 10:37:17
720095;16.10.2019 11:03:15
720116;16.10.2019 12:54:56
720122;16.10.2019 13:53:44
720152;16.10.2019 18:01:29
720154;16.10.2019 18:09:50
705342;30.08.2019 17:32:15
705480;02.09.2019 10:25:47
706096;09.09.2019 09:56:46
706109;09.09.2019 12:38:46
706129;09.09.2019 15:13:58
706136;09.09.2019 16:19:15
706145;09.09.2019 16:53:58
706146;09.09.2019 16:56:10
706154;09.09.2019 17:15:40
706158;09.09.2019 17:36:46
712323;23.09.2019 12:37:52
716626;25.09.2019 09:56:47
716629;25.09.2019 10:11:20
716630;25.09.2019 10:12:03
716632;25.09.2019 10:17:20
716642;25.09.2019 11:03:27
716665;25.09.2019 12:23:43
716670;25.09.2019 12:41:15
716696;25.09.2019 13:54:57
716713;25.09.2019 14:53:56
716720;25.09.2019 15:32:05
716736;25.09.2019 16:49:29
716739;25.09.2019 17:07:28
716744;25.09.2019 17:35:13
716745;25.09.2019 17:35:40
716764;25.09.2019 21:38:11
716777;26.09.2019 03:21:17
716797;26.09.2019 07:05:40
718982;11.10.2019 15:27:45
719001;11.10.2019 16:31:34
719005;11.10.2019 16:44:44
719008;11.10.2019 17:05:33
719019;11.10.2019 18:34:00
719023;11.10.2019 19:53:26
719047;12.10.2019 08:54:43
719062;12.10.2019 14:57:07
719070;12.10.2019 16:49:49
719071;12.10.2019 17:14:31
719079;12.10.2019 20:11:53
719089;13.10.2019 05:06:42
706556;13.09.2019 19:11:38
720568;18.10.2019 15:42:25
720572;18.10.2019 15:45:09
720591;18.10.2019 16:44:16
720648;19.10.2019 11:21:30
720669;19.10.2019 14:08:38
720661;19.10.2019 12:31:23
720672;19.10.2019 14:36:07
720673;19.10.2019 14:36:33
720675;19.10.2019 15:19:41
720684;19.10.2019 16:44:02
720692;19.10.2019 18:17:42
720695;19.10.2019 18:29:33
720738;20.10.2019 14:36:34
720742;20.10.2019 15:32:08
720749;20.10.2019 20:10:15
720772;21.10.2019 04:59:12
720782;21.10.2019 08:28:08
716717;25.09.2019 15:03:50
716754;25.09.2019 18:59:43
716758;25.09.2019 19:37:35
716817;26.09.2019 09:03:51
716820;26.09.2019 09:08:46
716871;26.09.2019 14:03:09
716959;27.09.2019 08:08:32
717053;27.09.2019 19:30:34
717064;27.09.2019 23:45:11
717079;28.09.2019 03:15:19
717105;28.09.2019 12:22:37
717115;28.09.2019 14:41:18
717147;29.09.2019 05:10:26
717184;29.09.2019 20:16:50
717209;30.09.2019 03:17:50
717214;30.09.2019 04:30:14
707812;21.09.2019 10:15:08
707818;21.09.2019 11:29:28
707868;22.09.2019 05:34:43
707872;22.09.2019 06:12:11
707879;22.09.2019 10:29:03
707883;22.09.2019 11:06:49
707884;22.09.2019 11:07:17
707898;22.09.2019 15:42:02
707903;22.09.2019 16:05:12
707957;23.09.2019 08:57:36
707967;23.09.2019 09:29:29
707974;23.09.2019 09:53:25
707981;23.09.2019 10:35:10
707992;23.09.2019 11:11:00
719452;14.10.2019 15:32:07
719458;14.10.2019 16:14:27
719461;14.10.2019 16:27:54
719463;14.10.2019 16:39:44
719483;14.10.2019 19:44:21
719493;14.10.2019 22:02:36
719507;15.10.2019 03:36:21
719555;15.10.2019 09:34:59
719556;15.10.2019 10:02:08
719559;15.10.2019 10:27:19
719573;15.10.2019 10:41:18
719585;15.10.2019 10:58:44
719596;15.10.2019 11:35:48
719602;15.10.2019 12:07:51
719629;15.10.2019 14:35:12
720226;17.10.2019 09:04:03
720229;17.10.2019 09:13:04
720236;17.10.2019 09:47:41
720244;17.10.2019 10:32:39
720254;17.10.2019 12:01:35
720283;17.10.2019 14:16:52
720287;17.10.2019 14:31:14
720291;17.10.2019 14:41:16
720296;17.10.2019 15:16:43
706172;09.09.2019 18:57:26
706284;11.09.2019 05:23:02
716827;26.09.2019 10:18:04
716828;26.09.2019 10:40:13
716830;26.09.2019 10:58:28
716868;26.09.2019 13:34:57
716873;26.09.2019 14:47:25
720586;18.10.2019 16:26:45
720612;18.10.2019 19:34:31
720613;18.10.2019 19:37:46
719093;13.10.2019 06:29:29
719118;13.10.2019 12:32:29
719126;13.10.2019 13:22:25
719127;13.10.2019 13:32:12
719131;13.10.2019 13:52:12
719146;13.10.2019 16:15:12
719147;13.10.2019 16:16:46
719159;13.10.2019 17:57:38
719215;14.10.2019 08:35:14
719220;14.10.2019 09:21:23
720800;21.10.2019 09:03:29
720809;21.10.2019 09:51:41
720819;21.10.2019 10:26:08
720820;21.10.2019 10:41:10
720822;21.10.2019 10:42:07
720823;21.10.2019 10:48:13
720832;21.10.2019 11:27:04
720848;21.10.2019 12:39:49
720861;21.10.2019 13:37:50
720865;21.10.2019 14:00:33
717315;30.09.2019 16:42:31
717416;01.10.2019 09:11:32
717424;01.10.2019 09:12:31
717443;01.10.2019 10:30:15
717494;01.10.2019 13:15:57
717655;02.10.2019 08:20:27
717738;02.10.2019 14:24:57
717764;02.10.2019 16:52:25
717772;02.10.2019 17:30:21
717793;02.10.2019 19:36:13
717799;02.10.2019 21:06:09
717821;03.10.2019 07:38:52
717830;03.10.2019 08:27:03
717840;03.10.2019 09:25:59
720298;17.10.2019 15:40:52
720309;17.10.2019 17:08:27
720312;17.10.2019 17:16:45
720333;17.10.2019 18:42:22
720345;17.10.2019 19:48:34
720375;18.10.2019 06:18:33
720379;18.10.2019 07:31:13
720380;18.10.2019 07:40:00
720385;18.10.2019 08:47:12
720400;18.10.2019 09:45:37
720403;18.10.2019 10:00:13
720408;18.10.2019 10:18:48
720417;18.10.2019 10:51:49
706517;13.09.2019 15:57:38
706555;13.09.2019 19:10:02
706596;14.09.2019 12:50:42
706622;14.09.2019 21:12:08
706647;15.09.2019 11:33:50
706700;16.09.2019 08:04:21
706731;16.09.2019 10:26:07
706735;16.09.2019 10:46:37
706834;16.09.2019 17:49:29
706843;16.09.2019 19:08:04
706857;16.09.2019 23:38:34
706882;17.09.2019 08:15:42
707894;22.09.2019 13:31:38
707915;22.09.2019 19:24:35
707983;23.09.2019 10:41:24
716287;23.09.2019 15:01:40
716316;23.09.2019 16:44:34
716352;23.09.2019 22:23:32
716360;24.09.2019 00:03:31
716371;24.09.2019 02:31:19
716404;24.09.2019 06:29:25
716406;24.09.2019 06:50:59
719106;13.10.2019 10:36:53
719111;13.10.2019 12:02:12
719149;13.10.2019 16:39:27
722111;27.10.2019 14:29:43
722123;27.10.2019 18:18:52
722175;28.10.2019 07:44:20
722202;28.10.2019 10:04:39
722261;28.10.2019 10:41:05
722272;28.10.2019 11:25:40
722295;28.10.2019 12:35:22
722345;28.10.2019 15:14:15
722379;28.10.2019 17:37:36
723206;01.11.2019 07:03:30
716561;24.09.2019 22:13:18
716598;25.09.2019 08:01:21
716644;25.09.2019 11:10:10
716675;25.09.2019 12:53:08
716750;25.09.2019 17:50:56
719454;14.10.2019 15:44:14
719476;14.10.2019 17:58:06
719480;14.10.2019 18:44:46
719488;14.10.2019 21:09:51
719542;15.10.2019 08:37:39
719554;15.10.2019 09:28:59
719587;15.10.2019 11:02:50
719631;15.10.2019 14:36:37
716792;26.09.2019 04:57:16
719976;15.10.2019 22:36:11
720049;16.10.2019 05:30:05
720073;16.10.2019 08:40:19
720101;16.10.2019 11:40:27
720136;16.10.2019 15:29:53
720137;16.10.2019 15:30:06
720147;16.10.2019 16:47:16
720161;16.10.2019 19:02:34
720163;16.10.2019 19:26:00
720222;17.10.2019 08:46:52
720292;17.10.2019 14:46:06
720311;17.10.2019 17:15:40
720360;18.10.2019 00:33:59
722283;28.10.2019 11:59:31
722293;28.10.2019 12:27:55
722297;28.10.2019 12:51:50
722300;28.10.2019 12:57:19
722305;28.10.2019 13:31:25
722403;28.10.2019 22:19:09
722325;28.10.2019 14:05:07
722326;28.10.2019 14:05:40
722334;28.10.2019 14:43:43
722340;28.10.2019 14:55:42
722341;28.10.2019 15:00:36
722343;28.10.2019 15:09:33
721263;23.10.2019 02:48:11
721282;23.10.2019 07:58:20
721304;23.10.2019 09:40:47
